market_key,symbol,company,category,recommendation_label,current_price,price_currency,price_as_of,research_status,valuation_status,key_missing_evidence,summary,tearsheet,initiation,risk_plan
us,AAPL,Apple Inc,inventory_holding,Watch only,291.44,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-AAPL/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-AAPL/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-AAPL/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-AAPL/risk_plan.html
us,ABT,亞培,inventory_holding,Watch only,90.1,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-ABT/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-ABT/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-ABT/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-ABT/risk_plan.html
us,AXTI,AXT Inc,inventory_holding,Watch only,74.8,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-AXTI/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-AXTI/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-AXTI/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-AXTI/risk_plan.html
us,BRK.B,Berkshire Hathaway I,inventory_holding,Watch only,493.23,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-BRK.B/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-BRK.B/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-BRK.B/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-BRK.B/risk_plan.html
us,CRCL,Circle Internet Group,inventory_holding,Not decision-ready,71.98,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-CRCL/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-CRCL/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-CRCL/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-CRCL/risk_plan.html
us,DASH,DoorDash Inc,inventory_holding,Watch only,177.37,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-DASH/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-DASH/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-DASH/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-DASH/risk_plan.html
us,ECHO,EchoStar Corporation,inventory_holding,Watch only,99.73,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：OHLCV 價格脈絡未命中; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-ECHO/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-ECHO/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-ECHO/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-ECHO/risk_plan.html
us,GLW,康寧公司,inventory_holding,Watch only,218.96,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=中; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-GLW/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-GLW/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-GLW/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-GLW/risk_plan.html
us,GOOGL,Alphabet 公司,inventory_holding,Watch only,340.45,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-GOOGL/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-GOOGL/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-GOOGL/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-GOOGL/risk_plan.html
us,IBM,國際商業機器公司,inventory_holding,Watch only,268.25,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-IBM/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-IBM/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-IBM/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-IBM/risk_plan.html
us,MSFT,Microsoft Corp,inventory_holding,Watch only,363.35,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-MSFT/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-MSFT/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-MSFT/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-MSFT/risk_plan.html
us,NFLX,Netflix Inc,inventory_holding,Not decision-ready,71.48,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%; 產業 thesis Gate=資料不足，不能判斷產業前景；炒作風險=未知; 產業 thesis 缺失證據：此標的是 ETF/基金/特殊工具，v1 不做公司級產業 thesis。; 產業 thesis 缺失證據：OHLCV 價格脈絡未命中; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-NFLX/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-NFLX/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-NFLX/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-NFLX/risk_plan.html
us,OKLO,Oklo Inc,inventory_holding,Wait for trigger,55.05,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-OKLO/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-OKLO/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-OKLO/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-OKLO/risk_plan.html
us,PLTR,Palantir,inventory_holding,Watch only,111.2,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-PLTR/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-PLTR/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-PLTR/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-PLTR/risk_plan.html
us,RKLB,Rocket Lab Corp,inventory_holding,Watch only,86.98,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-RKLB/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-RKLB/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-RKLB/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-RKLB/risk_plan.html
us,SOFI,SoFi Technologies Inc,inventory_holding,Watch only,17.5,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-SOFI/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-SOFI/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-SOFI/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-SOFI/risk_plan.html
us,SPCX,太空探索科技公司,inventory_holding,Not decision-ready,158.02,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-SPCX/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-SPCX/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-SPCX/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-SPCX/risk_plan.html
us,TSLA,特斯拉 / Tesla,inventory_holding,Watch only,376.74,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 健康檢查已標示風險控管動作，模型投組維持 0%; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-TSLA/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-TSLA/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-TSLA/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-TSLA/risk_plan.html
us,TSM,Taiwan Semiconductor,inventory_holding,Watch only,456.66,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-TSM/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-TSM/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-TSM/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-TSM/risk_plan.html
us,UBER,Uber Technologies,inventory_holding,Watch only,74.0,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-UBER/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-UBER/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-UBER/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-UBER/risk_plan.html
us,VST,Vistra Energy Corp,inventory_holding,Watch only,165.27,USD,2026-06-25,partial,not_run,本 inventory-scope PEI 批次未逐檔執行完整官方 filings、法說、consensus、估值模型與流動性模型查核; 個人庫存僅用於定義研究宇宙；模型投組 sizing 未使用券商、股數或成本; 需以公司公告、交易所/SEC 文件與正式 PEI specialist workflow 補強後，才可升級為 decision-ready; 產業 thesis Gate=目前偏題材，缺公司級落地證據；炒作風險=低; 產業 thesis 缺失證據：SEC company tickers 未命中或 SEC_USER_AGENT 未設定; 產業 thesis 缺失證據：近 7 日公開新聞熱度未命中或未抓取; 產業 thesis 缺失證據：缺少明確後續產業 KPI; 產業 thesis 缺失證據：缺少公司級官方營收、訂單、財報或法說支撐,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-VST/summary.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-VST/tearsheet.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-VST/initiation.html,reports/public-equity-batch/2026-06-25-inventory-us/companies/us-VST/risk_plan.html
